cafeName,reviewerName,Description,rating,datePosted
"The Oasis Cafe","Dana Waxenberg","Delicious baked goods and loved the vibes! Would definitely go back.","5","4 months ago"
"The Oasis Cafe","Monish Datta","Absolutely blown away by the quality and variety of pastries at this place. I had arguably the best tiramisu in NYC here!","5","7 months ago"
"The Oasis Cafe","Fernanda B","Very nice place, friendly staff and good pastries","5","2 weeks ago"
"The Oasis Cafe","Gus Spen","The place is very nice.\nThe employees are friendly and helpful and the pastries are delicious!!!","5","7 months ago"
"The Oasis Cafe","Elisa Melegari","Super sweet staff and the desserts are delicious 😋 …","5","5 months ago"
"The Oasis Cafe","Gauhar Ali","Fresh food n courteous team beautiful interior","5","a month ago"
"The Oasis Cafe","Nick A","Love this new coffee spot!! Definitely my go-to place for coffee and pastries!","5","7 months ago"
"The Oasis Cafe","Mochizuki Misa","My favorite place. Good taste and wonderful service!","5","4 months ago"
"The Oasis Cafe","Jake Bowling","The only cafe that makes the real portokalopita 🧡","5","2 months ago"
"The Oasis Cafe","Marie K (MK)","Beautiful cafe with the delicious desserts!","5","5 months ago"
"The Oasis Cafe","John Gonsalves","Nice place","5","2 months ago"
"The Oasis Cafe","Sandra Vujovic","Amazing place! 😍","5","2 months ago"
"The Oasis Cafe","Demitrius Daglas","This place is great, only top of the line pastries.","5","7 months ago"
"The Oasis Cafe","Brian","Really nice people working here","5","a month ago"
"The Oasis Cafe","Sam Kearney","Delicious coffee and the desserts are an art form","5","7 months ago"
"The Oasis Cafe","Nazar Ostapchuk","Best cheesecake in town","5","2 months ago"
"The Oasis Cafe","Nicole Rosa","Super friendly, great service.","5","7 months ago"
"The Oasis Cafe","Jonathan Deleon","Love the cappuccino","5","3 months ago"
"The Oasis Cafe","Yasin Ouangar","Oasis 😍😍","5","4 months ago"
"The Oasis Cafe","Igor Katrach - Director of Photography","Good food and drinks","5","7 months ago"
"The Oasis Cafe","Sirksun Coconut","No Desc.","5","a week ago"
"The Oasis Cafe","Laura Elaine","No Desc.","5","a week ago"
"The Oasis Cafe","Αγαθάγγελος Γαλιατσάτος","No Desc.","5","3 weeks ago"
"The Oasis Cafe","Αγαθάγγελος Γαλιατσατος","No Desc.","5","3 weeks ago"
"The Oasis Cafe","Elizabeth Oriol","No Desc.","4","a month ago"
"The Oasis Cafe","Brandon Corts","No Desc.","5","a month ago"
"The Oasis Cafe","Oksana Kupayhorodska","No Desc.","5","2 months ago"
"The Oasis Cafe","Kayla Hughes","No Desc.","5","2 months ago"
"The Oasis Cafe","Jake Bernstein","No Desc.","5","2 months ago"
"The Oasis Cafe","Adam Snaider","No Desc.","5","3 months ago"
"The Oasis Cafe","Pascal Tafo","No Desc.","4","3 months ago"
"The Oasis Cafe","Scott Vayner","No Desc.","5","3 months ago"
"The Oasis Cafe","Ilios sel","No Desc.","5","5 months ago"
"The Oasis Cafe","Gunner H-R","No Desc.","5","5 months ago"
"The Oasis Cafe","Susanna Odabashian","No Desc.","5","6 months ago"
"The Oasis Cafe","Doloeres Smith","No Desc.","5","7 months ago"
"The Oasis Cafe","Sally Sally","No Desc.","5","7 months ago"
"The Oasis Cafe","Samir Chowdhury","No Desc.","4","7 months ago"
